date,gbp_rate
2024-10-22,5.9669
2024-10-23,5.986
2024-10-24,5.9707
2024-10-25,5.9656
2024-10-28,5.9688
2024-10-29,5.9767
2024-10-30,5.9572
2024-10-31,5.9436
2024-11-01,5.9156
2024-11-04,5.9164
2024-11-05,5.9304
2024-11-06,5.9683
2024-11-07,5.97
2024-11-08,5.9835
2024-11-11,6.008
2024-11-12,6.0072
2024-11-13,5.9723
2024-11-14,5.9824
2024-11-15,5.966
2024-11-18,5.9544
2024-11-19,5.9529
2024-11-20,5.9713
2024-11-21,5.9743
2024-11-22,5.9774
2024-11-25,5.9683
2024-11-26,5.9563
2024-11-27,5.9642
2024-11-28,5.9783
2024-11-29,5.9807
2024-12-02,6.0111
2024-12-03,5.9957
2024-12-04,6.0043
2024-12-05,6.0143
2024-12-06,6.0025
2024-12-09,6.0023
2024-12-10,6.0224
2024-12-11,6.0241
2024-12-12,6.0336
2024-12-13,5.9954
2024-12-16,5.9983
2024-12-17,6.0219
2024-12-18,6.0232
2024-12-19,6.043
2024-12-20,5.991
2024-12-23,6.007
2024-12-24,6.0002
2024-12-27,5.9853
2024-12-30,6.0022
2024-12-31,5.9951
2025-01-03,5.9967
2025-01-08,6.0012
2025-01-09,5.9269
2025-01-10,5.9363
2025-01-13,5.9109
2025-01-14,5.908
2025-01-15,5.9005
2025-01-16,5.9018
2025-01-17,5.8939
2025-01-20,5.88
2025-01-21,5.8878
2025-01-22,5.8894
2025-01-23,5.8884
2025-01-27,5.9205
2025-01-28,5.9347
2025-01-29,5.9378
2025-01-30,5.9466
2025-01-31,5.9541
2025-02-03,5.9826
2025-02-04,5.9829
2025-02-05,5.988
2025-02-06,5.963
2025-02-07,5.9683
2025-02-10,5.9796
2025-02-11,5.9642
2025-02-12,5.9687
2025-02-13,5.9705
2025-02-14,5.9799
2025-02-17,5.9787
2025-02-18,5.9915
2025-02-19,6.0111
2025-02-20,6.0138
2025-02-21,6.0152
2025-02-24,6.0054
2025-02-25,6.0007
2025-02-26,5.9965
2025-02-27,6.0207
2025-02-28,6.0281
2025-03-03,6.0274
2025-03-04,6.0235
2025-03-05,5.9694
2025-03-06,5.9344
2025-03-07,5.9195
2025-03-10,5.9245
2025-03-11,5.9066
2025-03-12,5.9026
2025-03-13,5.9317
2025-03-14,5.9082
2025-03-17,5.918
2025-03-18,5.9132
2025-03-19,5.9185
2025-03-20,5.9407
2025-03-21,5.9445
2025-03-24,5.9493
2025-03-25,5.9532
2025-03-26,5.9508
2025-03-27,5.9711
2025-03-28,5.9795
2025-03-31,5.946
2025-04-01,5.9509
2025-04-02,5.9635
2025-04-03,5.9419
2025-04-04,5.8826
2025-04-07,5.8379
2025-04-08,5.8053
2025-04-09,5.7821
2025-04-10,5.7999
2025-04-11,5.733
2025-04-14,5.7573
2025-04-15,5.812
2025-04-16,5.8128
2025-04-17,5.794
2025-04-22,5.789
2025-04-23,5.8057
2025-04-24,5.8179
2025-04-25,5.8304
2025-04-28,5.8531
2025-04-29,5.8568
2025-04-30,5.8518
2025-05-02,5.8378
2025-05-05,5.8391
2025-05-06,5.9272
2025-05-07,5.9866
2025-05-08,6.0212
2025-05-09,6.0357
2025-05-12,6.0501
2025-05-13,6.0646
2025-05-14,6.0523
2025-05-15,6.0511
2025-05-16,6.0595
2025-05-19,5.976
2025-05-20,6.0422
2025-05-21,6.0028
2025-05-22,5.9985
2025-05-23,6.0107
2025-05-26,6.0313
2025-05-27,6.0415
2025-05-28,6.0261
2025-05-29,6.0509
2025-05-30,6.0206
2025-06-02,5.9937
2025-06-03,5.9912
2025-06-04,6.0092
2025-06-05,6.0049
2025-06-06,5.9763
2025-06-10,5.951
2025-06-11,5.9332
2025-06-12,5.903
2025-06-13,5.9148
2025-06-16,5.8984
2025-06-17,5.8911
2025-06-18,5.8898
2025-06-19,5.8878
2025-06-20,5.9083
2025-06-23,5.8892
2025-06-24,5.9225
2025-06-25,5.9296
2025-06-26,5.9461
2025-06-27,5.9583
2025-06-30,5.9329
2025-07-01,5.9171
2025-07-02,5.8933
2025-07-03,5.8612
2025-07-04,5.8673
2025-07-07,5.8692
2025-07-08,5.8708
2025-07-09,5.8926
2025-07-10,5.8916
2025-07-11,5.8849
2025-07-14,5.8584
2025-07-15,5.8503
2025-07-16,5.8473
2025-07-17,5.8607
2025-07-18,5.8607
2025-07-21,5.8582
2025-07-22,5.8453
2025-07-23,5.85
2025-07-24,5.8424
2025-07-25,5.8168
2025-07-28,5.8297
2025-07-29,5.8533
2025-07-30,5.8792
2025-07-31,5.8741
2025-08-01,5.8565
2025-08-04,5.8331
2025-08-05,5.8413
2025-08-06,5.8243
2025-08-07,5.811
2025-08-08,5.8585
2025-08-11,5.8565
2025-08-12,5.8777
2025-08-13,5.8596
2025-08-14,5.8856
2025-08-18,5.8677
2025-08-19,5.8527
2025-08-20,5.8679
2025-08-21,5.8482
2025-08-22,5.8454
2025-08-25,5.8325
2025-08-26,5.8533
2025-08-27,5.8714
2025-08-28,5.873
2025-08-29,5.85
2025-09-01,5.8564
2025-09-02,5.848
2025-09-03,5.84
2025-09-04,5.8611
2025-09-05,5.8571
2025-09-08,5.8432
2025-09-09,5.8581
2025-09-10,5.8651
2025-09-11,5.8604
2025-09-12,5.8565
2025-09-15,5.8585
2025-09-16,5.8462
2025-09-17,5.8389
2025-09-18,5.8441
2025-09-19,5.8251
2025-09-22,5.8203
2025-09-23,5.809
2025-09-24,5.8165
2025-09-25,5.8121
2025-09-26,5.8068
2025-09-29,5.8217
2025-09-30,5.8159
2025-10-01,5.8323
2025-10-02,5.8393
2025-10-03,5.8302
2025-10-06,5.8587
2025-10-07,5.8662
2025-10-08,5.8842
2025-10-09,5.8664
2025-10-10,5.8456
2025-10-13,5.856
2025-10-14,5.8418
2025-10-15,5.8384
2025-10-16,5.8646
2025-10-17,5.8416
2025-10-20,5.8595
2025-10-21,5.8542
2025-10-22,5.8393
2025-10-23,5.8522
2025-10-24,5.8344
2025-10-27,5.8295
2025-10-28,5.8074
2025-10-29,5.7688
2025-10-30,5.7719
2025-10-31,5.7713
2025-11-03,5.7988
2025-11-04,5.7811
2025-11-05,5.769
2025-11-06,5.7769
2025-11-07,5.7723
2025-11-10,5.7881
2025-11-11,5.7726
2025-11-12,5.7681
2025-11-13,5.7585
2025-11-14,5.7545
2025-11-17,5.7679
2025-11-18,5.7722
2025-11-19,5.7655
2025-11-20,5.7733
2025-11-21,5.7709
2025-11-24,5.7716
2025-11-25,5.7902
2025-11-26,5.79
2025-11-27,5.8106
2025-11-28,5.8158
2025-12-02,5.7849
2025-12-03,5.7984
2025-12-04,5.8241
2025-12-05,5.831
2025-12-08,5.82
2025-12-09,5.8278
2025-12-10,5.8244
2025-12-11,5.8179
2025-12-12,5.8057
2025-12-15,5.8005
2025-12-16,5.8138
2025-12-17,5.792
2025-12-18,5.7972
2025-12-19,5.814
2025-12-22,5.8273
2025-12-23,5.8301
2025-12-24,5.8317
2025-12-29,5.8401
2025-12-30,5.8521
2025-12-31,5.8335
2026-01-05,5.8633
2026-01-08,5.856
2026-01-09,5.8578
2026-01-12,5.8643
2026-01-13,5.8778
2026-01-14,5.8752
2026-01-15,5.8684
2026-01-16,5.8745
2026-01-19,5.8746
2026-01-20,5.8542
2026-01-21,5.8358
2026-01-22,5.8588
2026-01-23,5.8734
2026-01-26,5.8747
2026-01-27,5.8732
2026-01-28,5.8622
2026-01-29,5.8825
2026-01-30,5.8755
2026-02-02,5.8854
2026-02-03,5.9031
2026-02-04,5.9129
2026-02-05,5.873
2026-02-06,5.863
2026-02-09,5.8461
2026-02-10,5.84
2026-02-11,5.8539
2026-02-12,5.8488
2026-02-13,5.8511
2026-02-16,5.8604
2026-02-17,5.8503
2026-02-18,5.8422
2026-02-19,5.8285
2026-02-20,5.8393
2026-02-23,5.8359
2026-02-24,5.834
2026-02-25,5.8436
2026-02-26,5.8465
2026-02-27,5.8182
2026-03-02,5.8197
2026-03-03,5.8431
2026-03-04,5.8584
2026-03-05,5.8528
2026-03-06,5.8664
2026-03-09,5.882
2026-03-10,5.8894
2026-03-11,5.9009
2026-03-12,5.9021
2026-03-13,5.8949
2026-03-16,5.8931
2026-03-17,5.8986
2026-03-18,5.8945
2026-03-19,5.898
2026-03-20,5.8974
2026-03-23,5.8862
2026-03-24,5.8929
2026-03-25,5.888
2026-03-26,5.8875
2026-03-27,5.8905
2026-03-30,5.8719
2026-03-31,5.8749
2026-04-01,5.8466
2026-04-02,5.84
2026-04-03,5.8451
2026-04-06,5.8445
2026-04-07,5.8481
2026-04-08,5.8559
2026-04-09,5.8478
2026-04-14,5.8512
2026-04-15,5.8576
2026-04-16,5.8523
2026-04-17,5.8502
2026-04-20,5.8558
